metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
Persian_MS_406_addition_1,manuscript_6902,,Persian_MS_406,,manuscript,,Persian_MS_406,"Inscriptions: The first right flyleaf a side (f. ia) pencilled Bihamee(?) while a Persian inscription misidentifies the work as mainly the Zubdat al-Tavaarīkh (Cream of Histories) of Faz̤l Allāh Rashīd. The second right flyleaf a side (f. iia) bears the title of the work. Bookplates: Left pastedown: Bibliotheca Lindesiana with pencilled shelfmark 1/D, and Hamilton MSS No. 323 with the name and number crossed out and Persian and 406 written aside.",Left pastedown; first right flyleaf a side (f. ia); second right flyleaf a side (f. iia),Inner_back_cover ia ia,Inner_back_cover ia ia,,,,,,,,,Faz̤l Allāh Rashīd,,,Zubdat al-Tavaarīkh,,
Persian_MS_41_addition_1,manuscript_6906,,Persian_MS_41,,manuscript,,Persian_MS_41,"Inscriptions: The right flyleaf a side (f. ia) bears an English description of the manuscript written in sepia, likely in the hand of a former owner Samuel Guise, with with his name and that of William Ouseley pencilled at top by a subsequent owner (possibly John Haddon Hindley), and the number 413 in black.Gujarati inscription in blackat top: Vīrāfnāmu suratdār che beheśt tā. Dojakhnī vāt che. ([This] is an illustrated Vīrāfnāmu. It is about paradise and hell. Folio 1a inscribed with the variant title Vīrāzāfnāmah. Bookplates: Left pastedown: , John Haddon Hindley (1765–1827)Bibliotheca Lindesiana with shelf mark F/10, and Bland MSS No. 51.",right flyleaf a side (f. ia); 1a; Left pastedown,ia 1a Inner_back_cover,ia 1a Inner_back_cover,,,,,,,,,William Ouseley; John Haddon Hindley; John Haddon Hindley (1765–1827),person_92189357,,Vīrāfnāmu; Vīrāzāfnāmah,,
Persian_MS_421_addition_1,manuscript_6919,,Persian_MS_421,,manuscript,,Persian_MS_421,"Table of Contents: List of chapters on the opening flyleaves. Marginalia: Notes in various hands in the margins throughout. Inscriptions: first right fly leaf a side (f. ia) bears the title in nasta‘līq: ترجمه لب الاخبار... موسوم برسم الخزانة Folio 1a bears an inspection and endowment notices. کتاب احادیث: ترجمۀ لب الاخبار: ترجمه حدیث: ۱۰۸ ورق: ۱۰۲ (ناخوانا): پنجم ربیع الاول ۱۲۶۲ (ناخوانا): اقول انا العبد الضعیف محمد مومن بن نجف قلی بانی قد وقفت هذا الکتاب وقفیا شرعیا لوجه الله تعالی لاولادی و من: بعد اولادی للمؤمنین لا یجوز بیعه و شراره لعن الله بایعه و شاریه Bookplates: The left pastedown: Bibliotheca Lindesiana with pencilled shelfmark 1/J, and Hamilton MSS No. 328, with the name and number crossed out and Persian and 421 written aside.",left pastedown; first right fly leaf a side (f. ia); 1a,Inner_back_cover ia 1a,Inner_back_cover ib 1a,,,,,,,,,,,,,,
Persian_MS_431_addition_1,manuscript_6928,,Persian_MS_431,,manuscript,,Persian_MS_431,"Inscriptions: The right flyleaf a side (f. ia) bears the title and author in a bold nasta‘līq hand. Bookplates: The left pastedown: Bibliotheca Lindesiana with pencilled shelfmark 1/E, and Hamilton MSS No. 348.",right flyleaf a side (f. ia); left pastedown,ia Inner_back_cover,ia Inner_back_cover,,,,,,,,,,,,,,
Persian_MS_432_addition_1,manuscript_6929,,Persian_MS_432,,manuscript,,Persian_MS_432,"Inscription: right flyleaf (f. ia) describes the work and states the name of former owner George William Hamilton in Persian, probably in the hand of his assistant Muhīn Dās: تاریخ ندا بعد از رحلت عالمگیر بادشاه آنچه روداد. کرنیل جارج ولیم هملتن صاحب بهادر. . Bookplates: left paste-down: Bibliotheca Lindesiana with shelf mark 2/C, and Hamilton MSS No. 349.",right flyleaf (f. ia); left paste-down,ia Inner_back_cover,ia Inner_back_cover,,,,,,,,,,,,,,
Persian_MS_433_addition_1,manuscript_6930,,Persian_MS_433,,manuscript,,Persian_MS_433,"Table of Contents: folios 246 to 251. Inscription:Below the explicit on 244b someone hastily scribbled a notation in illegible shikastah hand. Bookplates: The left paste-down: Bibliotheca Lindesiana with shelf mark 2/I, and Hamilton MSS no. 350.",246 to 251; 244b; left paste-down,246 244b Inner_back_cover,251 244b Inner_back_cover,,,,,,,,,,,,,,
Persian_MS_435_addition_1,manuscript_6932,,Persian_MS_435,,manuscript,,Persian_MS_435,"Inscriptions: The second right flyleaf a side (f. ia) bears the title and name of former owner George William Hamilton written in bold nasta‘liq, likely in the hand of his assistant Muhīn Dās.Folio 1a: Top: The title and description of the work, with a misattribution for the transaltion to ‘Azīzī.A partly legible note in red aside describes the work. Centre: The title in hasty shikastah, with another note underneath recording that the volume contains 450 folios, with Number 53 writter under that. Bottom: Accession notation adjacent to the seal of Wājid ‘Alī Shāh, King of Awadh (r. 1847–1856) (no. 3), dated 5 Rabī‘ I 1262 AH (3 Mar. 1846). Bookplates: The left paste-down: Bibliotheca Lindesiana with shelfmark 2/J, and Hamilton MSS Nº. 352 with the name and number crossed out and Persian and 435 written aside.",left paste-down; second right flyleaf a side (f. ia); 1a,Inner_back_cover iia 1a,Inner_back_cover iia 1a,,,,,,,"George William Hamilton; Wājid ‘Alī Shāh, King of Awadh (r. 1847–1856)",person_f830 person_305855167,,,,,,
Persian_MS_436_addition_1,manuscript_6933,,Persian_MS_436,,manuscript,,Persian_MS_436,Note at the end of text ارجاع داده است به حذب القلوب الی دیار المحبوب، از عبدالحق بن سیف الدین حقی دهلوی,,,,,,,,,,,,,,,,,
Persian_MS_441_addition_1,manuscript_6938,,Persian_MS_441,,manuscript,,Persian_MS_441,"Inscription: The right flyleaf a side bears a Persian transcription of the incipit in nasta‘līq script, likely in the hand of Muhīn Dās, who evidently assisted former owner Colonel George William Hamilton: تاریخ عروج و خروج احمد شاه ابدلی موسوم به احمد شاه درّانی و انهدام شاه نواز خان و خرابی مردم هند و ستانی کرنیل جارج ولیم هملتن صاحب بهادر Bookplates: The left paste-down, Bibliotheca Lindesiana with shelf mark I/H and Hamilton MSS No. 358.","right flyleaf a side; left paste-down,",Flyleaf_a Inner_back_cover,Flyleaf_a Inner_back_cover,,,,,,,Colonel George William Hamilton,person_f830,,,,,,
Persian_MS_442_addition_1,manuscript_6939,,Persian_MS_442,,manuscript,,Persian_MS_442,"Inscription:The right flyleaf a side denotes the title, description, and name of former owner Colonel George William Hamilton in Persian nasta‘liq, likely in the hand of his attendant Muhīn Dās. Marginalia: notes in different hands on the margins throughout, with some trimmed at the fore-edge trimmed. Bookplates:The left doublure bears the Bibliotheca Lindesiana bookplate with shelf mark 1/G, and Hamilton MSS No. 359.",right flyleaf a side; left doublure,Flyleaf_a Inner_back_cover,Flyleaf_a Inner_back_cover,,,,,,,Colonel George William Hamilton,person_f830,,,,,,
Persian_MS_447_addition_1,manuscript_6944,,Persian_MS_447,,manuscript,,Persian_MS_447,"Inscription: The right flyleaf a side (f. ia) bears the alternate title and name of the former owner Colonel George William Hamilton written in a bold black Persian nasta‘līq hand, likely that of his assitant, Muhīn Dās. Bookplates: Bookplates: Left paste-down: Bibliotheca Lindesiana with shelfmark 1/H, Hamilton MSS No. 364.",right flyleaf a side (f. ia); Left paste-down,ia Inner_back_cover,ia Inner_back_cover,,,,,,,Colonel George William Hamilton,person_f830,,,,,,
Persian_MS_452_addition_1,manuscript_6950,,Persian_MS_452,,manuscript,,Persian_MS_452,"Inscriptions: The right flyleaf a side (f. ia) bears the title and author's name written in Persian, with the name of prior owner Colonel George William Hamilton, likely in the hand of his assitant Muhīn Dās. Bookplates: The left paste-down: Bibliotheca Lindesiana with shelfmark 2/G, and Hamilton MSS No. 369.",right flyleaf a side (f. ia); left paste-down,ia Inner_back_cover,ia Inner_back_cover,,,,,,,Colonel George William Hamilton,person_f830,,,,,,
Persian_MS_457_addition_1,manuscript_6954,,Persian_MS_457,,manuscript,,Persian_MS_457,"Inscriptions: The first right flyleaf a side (f. ia) bears the title of the volume in Persian, likely inscribed by Muhīn Dās attendant to former owner Colonel George William Hamilton, who identifies the colophon date as 18 ‘Īsavī; however, the colophon omits that calendrical designation: جنگ کلام استعمالی محمد سعید محرره سنه ۱۸ عیسوی بنظر پادشاه قطبشاه در آمده در علم تادیخThe second right flyleaf a side (f. ia) bears the alternate title of the volume in Persian Jung-i Kalām-i Muḥammad Sa‘īd: جنگ کلام محمد سعیدDated notations on folio 1a: Top-right: Note in red dated Ramaz̤ān 1237 AH (22 May– 19 June 1822 CE).Top-left: Note to the left to the seal of Nāṣir al-Dīn Ḥaydar Shāh (1803–1837, r. 1827–1837) notes the number of folios, , while another identifies the volume as 225 varaq. Jung-i Kalām-i Isti‘mālī-i Muḥammad Sa‘īdCentre-Top Note to the left of the seal of Amjad ‘Alī Shāh (1801–1847, r. 1842–1847) dated 8 Rabī‘ I 1262 AH (6 Mar. 1846 CE): بتاریخ هشتم دبیع الاپل سنه ۱۲۶۲ هجری عامره رسید. Centre-Middle: Number 50 written in Persian.Bottom: The word taḥvīl (transfer) written above Nīnkā Bayg Khān's seal. Bookplates: Left doublure, Bibliotheca Lindesiana with shelf mark 1/E and Hamilton MSS. No. 374.",first right flyleaf a side (f. ia); second right flyleaf a side (f. ia); 1a; Left doublure,ia iia 1a Inside_back_cover,ia iia 1a Inside_back_cover,,,,,,,"Colonel George William Hamilton; Nāṣir al-Dīn Ḥaydar Shāh (1803–1837, r. 1827–1837); Amjad ‘Alī Shāh (1801–1847, r. 1842–1847)",person_f830 person_265857376 person_9680150325559110090006,,,,Jung-i Kalām-i Muḥammad Sa‘īd,,
Persian_MS_46_addition_1,manuscript_6957,,Persian_MS_46,,manuscript,,Persian_MS_46,"Inscriptions: Marginalia copied in a minuscule nasta‘līq hand in black ink with occasional words in red. First right flyleaf b side (f. ib): No. 31.The third right flyleaf a side (f. iiia) bears the title of the work in nasta'liq written twice in different hands, once at top, and again in the middle in a heavier hand, adjacent to the name of Ḥājib ‘Abd Allāh (possibly a subsequent custodian of the library) in naskh, both flecked with gold, so likely inscribed by the same person, with an Arabic istikhārah supplication (prayer for seeking guidance) above, and a tuğra insignia to the left. At the bottom, an Arabic panegyric praises the Prophet and his progeny, with a quatrain by Abū Sa‘īd Abū'l-Khayr a couplet of Niẓāmī written to the right and left. Folio 1a bears a protective invocation: Yā Kabīkaj, Yā Ḥafīz, Yā Yā Kabīkaj (O King Cockroach, O Protector, O King Cockroach), with an adjacent inscription by a former owner named Mụstafà bin Muḥammad who declares in Arabic that Istiṣaḥbuhu al-Faqīr Mụstafà ‘afī ‘anhu (The companion of poor Muṣtafā, forgive him). Two adjacent obliterated inscriptions seem to reiterate his ownership twice: Mulkuhu al-Faqīr al-Ḥaqīr (Mụstafà bin Muḥammad [Meḥmed] [possibly 'al-Safīr'?]The property of poor, lowly Muṣtafā son of Meḥmed [the ambassador?]); however, the end of the latter appears unclear. A third note begins al-Mawlā... Muḥammad (The master Muḥammad [Meḥmed]), with the remainder obliterated. Second to last left flyleaf b side (f. ivb) Sy 287, from the sale of the library of former owner Antoine-Isaac Silvestre de Sacy, (1758–1838). Bookplates: Right paste-down: M. Silvestre de Sacy 287 (also 281 above in pencil) Left paste-down: Bibliotheca Lindesiana with shelfmark F/9, and Bland MSS No. 56.",First right flyleaf b side (f. ib); third right flyleaf a side (f. iiia); 1a; Second to last left flyleaf b side (f. ivb); Right paste-down; Left paste-down,ib iiia 1a vib Inner_front_cover Inner_back_cover,ib iiia 1a vib Inner_front_cover Inner_back_cover,,,,,,,"Ḥājib ‘Abd Allāh; Mụstafà bin Muḥammad; Mụstafà bin Muḥammad; Antoine-Isaac Silvestre de Sacy, (1758–1838)",person_f6439 person_f6440 person_51695910,,,,,,
Persian_MS_463_addition_1,manuscript_6960,,Persian_MS_463,,manuscript,,Persian_MS_463,"Inscriptions: The first right flyleaf a side (f. ia) bears the title, date, and author's name in bold nasta'īq script, likely in the hand of Muhīn Dās, an assistant to former owner Colonel George William Hamilton. Folio 1a bears a pious phrase implying acquisition written underneath an immolated seal impression, unsigned, but probably by a former owner named Ṣaliḥ, as per his legible impression on 1b (no. 1): قیالمالک هو البا The final folio , by the colophon, bears an acquisition statement, in the hand of Sayyid ‘Aṭā ‘Alī as per his adjacent seal impression (no. 2), in which he declares that he paid Ḥabīb Punjābī 36 rupees for the volume on 26 May 1841 CE: کتاب هذا از حبیب الله پنجابی بقیمت سی شیش روپیه تاریخ ۲۶، می سنه ۱۸۴۱ عیسوی Bookplates: The left doublure: Bibliotheca Lindesiana with pencilled shelfmark 1/I, and Hamilton MSS No. 380 with the name and number crossed out and Persian and 463 written aside.",left doublure; first right flyleaf a side (f. ia); 1a; 1b,Inner_back_cover 1a 1b,Inner_back_cover 1a 1b,,,,,,,Colonel George William Hamilton; Ṣaliḥ; Sayyid ‘Aṭā ‘Alī; Ḥabīb Punjābī,person_f830,,,,,,
Persian_MS_465_addition_1,manuscript_6961,,Persian_MS_465,,manuscript,,Persian_MS_465,"Marginalia: Notes in various hands throughout. Inscriptions: The right flyleaf a side (f. ia) bears an unsigned description of the work with the name of former owner Colonel George William Hamilton, likely in the hand of his assistant Muhīn Dās. Folios 1a bears a partly obliterated ownership note superimposed by a seal impression of Mīr Abd al-Qudūs ibn Mū'min Khān, hence probably his signature: اقل الخلیفة بالملک الحقیقة میر عبد القدوس(؟) ... عفی الله عنه Bookplates: The left pastedown: Bibliotheca Lindesiana with pencilled shelfmark 1/I, and Hamilton MSS No. 382, with the name and number crossed out and Persian and 465 written aside.",right flyleaf a side (f. ia); 1a; left pastedown,ia 1a Inner_back_cover,ia 1b Inner_back_cover,,,,,,,Colonel George William Hamilton,person_f830,,,,,,
Persian_MS_47_addition_1,manuscript_6964,,Persian_MS_47,,manuscript,,Persian_MS_47,Inscriptions:,,,,,,,,,,,,,,,,,
Persian_MS_475_addition_1,manuscript_6969,,Persian_MS_475,,manuscript,,Persian_MS_475,"collected by Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn, 969 or 970-1016, whose full name, according to the Majalis al-Mu’minīn (Persian MS 363, f. 193a), is Muḥammad bin Musá bin, Muḥammad bin Ibrahīm al-Imām Musá al- Kāzim. It is a major shi’ite work, suggested to be an equal to Quran, and therefore called akh al-Qur’dn (the brother of the Quran), see Ibn Yusuf Shirazī, Fihrist-i Kitābkhanah-i Madrasah-i 'Alī Sipahsālār, vol II, p. 113. However, the title of the present work is wanting in the list of the works by Sharif al- Razī which, admittedly, is not necessarily complete. Authorship of this work is also related to ʻIlm al-Hudá, Sayyid Murtaz̤á see IIbn Yusuf Shirazī, Fihrist-i Kitābkhanah-i Madrasah-i 'Alī Sipahsālār, vol II,, p. 114).",,,,"Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn, 969 or 970-1016",person_12154039,,,,,,,,,"Ibn Yusuf Shirazī, Fihrist-i Kitābkhanah-i Madrasah-i 'Alī Sipahsālār, vol II, p. 113; IIbn Yusuf Shirazī, Fihrist-i Kitābkhanah-i Madrasah-i 'Alī Sipahsālār, vol II,, p. 114",,,
