metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
Persian_MS_314_binding_1,manuscript_6807,,Persian_MS_314,,"Likely rebound in the Indian subcontinent in the late 18th to early 19th century. Resewn at two stations, unsupported. Edges trimmed, and twined chevron endbands worked in pink and green silk threads at head and tail. Covered in partial dark reddish-brown goatskin leather over pasteboards in two pieces that overlap on the spine. Board interiors lined with a brighter maroon goatskin leather doublures.; 247 148 41","Handle with caution. Binding in fair condition, with coints cracking, and external abrasion.","Board decorated with central vertical rectangle repeatedly blocked in gold upon separate pieces of tan goatskin leather, inset within the centres repeat panels",,,1775,1810,,,247.0,247.0,247.0,148.0,148.0,148.0,41.0,41.0,41.0,mm
Persian_MS_315_binding_1,manuscript_6808,,Persian_MS_315,,"Possibly resewn and rebound in either India in a European-style binding for former owner William Oliver. Resewn then covered, tight-backed, in polished red artificially-grained goatskin leather over pasteboards without a flap (Type III binding as per Déroche). Machine-made endbands adhered at head and tail. European spotted marbled paper pastedowns and made flyleaves, with antique spot marbled paper hinges and subsequent wove paper flyleaves.; 257 170 68","Handle with caution. Binding in fair condition, with abraded exterior, board edges and headcaps. Restricted page openings to the gutter due to extremely tight sewing and excessive rounding and backing of the spine, which resulted in a pronounced wedge shape.","Board edges ruled with decorative roll featuring alternating dots and diamonds. Spine paletted with rows small quatrefoils in gold, with the title handwritten in nasta‘līq script in black black on a paper label.",,,1693,1847,,#Gregorian,257.0,257.0,257.0,170.0,170.0,170.0,68.0,68.0,68.0,mm
Persian_MS_316_binding_1,manuscript_6809,,Persian_MS_316,,"Possibly bound in either India or Britain in a European manner. Sewn on three cords laced into the pasteboards, without a flap and with squares along the edges. European front bead endbands, possibly in white, red, and blue silk threads at head and tail. Half bound, tight-backed, in a European-style, red-brown goatskin leather over pasteboards with predominantly indigo blue Stormont marbled paper sides.; 257 200 33","Binding in good condition, but with restricted opening to the gutters.",Blind tooled rope designs with a decorative wheel on the boards. Gilt panel bands with a double-line pallete and decorative palette at head and tail. Titled in handle letters TUSKIRREH LODI.,,,1817,1850,,#Gregorian,257.0,257.0,257.0,200.0,200.0,200.0,33.0,33.0,33.0,mm
Persian_MS_317_binding_1,manuscript_6810,,Persian_MS_317,,"Textblock trimmed, resewn, and rebound, probably in Britain for possibly Captain William Chatfield (1783–1820) in the late 18th to early 19th century, since he signed the added endpaper, in European-style full brown spattered calfskin leather over pasteboards. Textblock subsequently stitched by sewing machine and added buckram cloth guards and spine rebacked in brown goatskin leather with boards reattached with internal modern brown buckram cloth hinges, subsequently pulled and removed.; 245 155 34","Handle with caution. Binding in poor condition, detached from the manuscript prior to imaging. Currently disbound, boxed, and undergoing conservation treatment.","Single gilt fillet lines tooled on the margins of the boards, while the edges bear gilt diagonal lines.",,,1750,1850,,,245.0,245.0,245.0,155.0,155.0,155.0,34.0,34.0,34.0,mm
Persian_MS_318_binding_1,manuscript_6811,,Persian_MS_318,,"Sewn on seven supports, with three laced into the pasteboards, then covered in full black goatskin leather Spine later rebacked, tight-backed in brown goatskin leather, with blind-tooled palette lines by the raised bands. Internal leather doublures of dark red goatskin, with later hand-coloured paper flyleaves likely added during restoration.; 412 251 65","In good condition, albeit restricted opening to the gutter margins.","Board perimeters ruled in thin and thick lines with gold ink, the wider one repeatedly stamped with rows of insular dots.",,,1784,1827,,#Gregorian,412.0,412.0,412.0,251.0,251.0,251.0,65.0,65.0,65.0,mm
Persian_MS_319_binding_1,manuscript_6812,,Persian_MS_319,,"Sewn on three supports, probably on sawn-in cords. Originally bound in dark reddish-brown, highly polished full goatskin leather over pasteboards without a flap (type III binding as per Déroche). Later repairs to the spine and fore-edge in sheepskin leather. Yellow wove endpapers, the left one watermarked , of the J Whatman 1827Whatman Paper Mill in , then owned and operated by Maidstone, KentWilliam Balston (1759–1849), probably added to the volume when restored.; 210 131 33","Handle with caution. In fair condition. Original boards abraded, with the corners bumped and exposed. Later sheepskin leatherrepairs now degraded. Paper spine label severely darkened and degraded.","stamped paper onlays with floral designs in the central mandorla, detached pendants, irises in the corners, framed by a flower garland on the border.",,,1750,1800,,#Gregorian,210.0,210.0,210.0,131.0,131.0,131.0,33.0,33.0,33.0,mm
Persian_MS_320_binding_1,manuscript_6814,,Persian_MS_320,,"Sewn on three supports laced into the pasteboards. Bound in European-style, tight-backed in full brown goatskin leather over pasteboards, with three raised bands in India. Paper spine label bears the title written in Persian.; 231 137 20","Handle with caution. In fair condition, but tight opening, with the spine cracking, and paper label darkened and embrittled.",Board perimeters and either side of the raised bands ruled with double lines in white,,,1795,1795,,#Gregorian,231.0,231.0,231.0,137.0,137.0,137.0,20.0,20.0,20.0,mm
Persian_MS_322_binding_1,manuscript_6816,,Persian_MS_322,,"Likely rebound in the 19th century. Resewn all-along upon two narrow, flat woven slips put down on the right and left flyleaves of thick, cream-coloured Thick, cream-coloured handmade paper endpapers.paper. Edges trimmed, very small, flat twined chevron endbands at head and tail, covered by flattened headcaps. Recovered in full maroon morocco goatskin leatherover pasteboards, with squares at the edges, without a flap, (hence type III binding per Déroche). Board interiors lined with maroon sheepskin leatherdoublures the excess width of which extends as hinges onto flyleaves and covers the sewing the sewing supports, with strips of paper adhered over top to neaten the joins. Flyleaves of comapratively thick, cream-coloured handmade paper that bear flattened horizontal spine folds punched with sewing holes, hence recycled from another volume. ; 263 144 21","In fair condition, with white salts (spew) present on both on the exterior binding and interior leather doublures that resulted from exposure to moisture.","Exterior leather grain heavily polished or crushed smooth in an ~10 mm band along the perimeters of the boards, resulting in a sunken appearance. Paper labels on the front and spine bear the title inscribed in Persian.",,,1800,1900,,,263.0,263.0,263.0,144.0,144.0,144.0,21.0,21.0,21.0,mm
Persian_MS_323_binding_1,manuscript_6817,,Persian_MS_323,,"Unsupported sewing at two stations, with twined chevron headbands. Bound in a hybrid British-Indian style, tight-backed in full smooth red goatskin leather over pasteboards, in a type III binding (without flap as per Déroche), squares along the edges, defined joints, and one trimmmed headcap present at tail, with the upper one now missing. A bifolium tipped onto the right side of the textblock provides the first flyleaves, with the excess width adhered as a hinge over top.; 212 166 35","Fair condition. Exterior binding abraded. White pigment, probably lead, appears to be shifting gray.","Boards decorated with stamped paper onlay scalloped central mandorlas and corners, with detached pendants featuring large floral scrollwork designs, joined by a criss-crossed single ruled line in yellow, and bounded by the same around the perimeters of the boards.. Paper label on the spine, now faded. Titles of the three texts are inscribed directly on the spine in black ink.",,,1810-03-10,1850,,,212.0,212.0,212.0,166.0,166.0,166.0,35.0,35.0,35.0,mm
Persian_MS_326_binding_1,manuscript_6820,,Persian_MS_326,,"Probable 16th-century Ottoman-style binding, with unsupported sewing at two stations with dark blue-green thread, probably dyed with indigo, and with chevron endbands twined in white and tarnished silver threads at head and tail. Covered in full, highly-polished, dark brown goatskin leather over pasteboards, with a flap (Type II binding per Déroche), and internal doublures of maroon goatskin leather. Later right flyleaves of European cross-grained endpapers with ~9mm per cm between laid lines and and 32mm between chain lines, with the first right flyleaf (f. ia) watermarked anchor entwined with a ribbon and terminating in a squared trefoil that measures , evidently added before the volume arrived in Europe, given the Ottoman Turkish inscriptions upon them. Comparatively dark goatskin 78 35 leather with a pronounced grain applied to the spine, head and tail of the flap, and the head edge of the right board to restore the volume, and internal paper hinges added to reattach the boards to the textblock.; 181 138 42","In poor condition. Handle with caution. Folios 152 to 159 loose and protruding due to broken sewing. Board edges and corners exposed, with the flap joints breaking. Endband at head deteriorating and unstable. Boxed.","Both boards originally blocked in blind with recessed central scalloped mandorlas that feature a floral scrollwork design comprised of small lotus blossoms (ẖaṭā'ī) and serrated sāz leaves, with a smaller version with similar features by the point of the envelope flap. Boards and flap margins also blind-tooled with a fine, single-line rope design and think-and-thin fillets on either side, the latter also impressed at an 45º angle at the corners. Later titling on the rebacked spine NIGARISTAN KEMAL PASHA in gold.",,,1532,1600,,,181.0,181.0,181.0,138.0,138.0,138.0,42.0,42.0,42.0,mm
